prompt_id,label,solved_models,difficulty,num_qubits,num_clbits,gate_count,gate_type_count,families,gpt-5.6-sol,gpt-5.5,gpt-5.4-mini,claude-fable-5,claude-sonnet-4-6,claude-opus-4-8,gemini-2.5-pro,gemini-3.1-pro-preview,deepseek-v4-pro,deepseek-v4-flash,mistral-ai/codestral-2501,qwen/qwen3-coder-next,meta/llama-4-maverick-17b-128e-instruct-fp8,llama-3.3-70b-versatile,openai/gpt-oss-120b,openai/gpt-oss-20b,qwen/qwen3-32b,meta-llama/llama-4-scout-17b-16e-instruct,llama-3.1-8b-instant,instruction
pqid_bench_external_gen_0079,extended_n8,0,1.000000,2,1,8,5,deutsch_jozsa;oracle_logic;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a compact Qiskit circuit for Deutsch’s algorithm on 2 qubits and 1 classical bit, using an oracle built as X on the input qubit, then CX, then X again, with barriers separating the setup, oracle, and measurement stages."
pqid_bench_external_gen_0038,extended_n8,0,1.000000,2,1,6,5,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a Qiskit circuit with 2 qubits and 1 classical bit that applies X on qubit 1, then barriers around a layer of H on both qubits, a CX from qubit 0 to qubit 1, a final H on qubit 0, and measures only qubit 0."
pqid_bench_external_gen_0090,extended_n8,0,1.000000,2,2,6,5,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a small 2-qubit Qiskit circuit that applies H, X, and H in sequence on qubit 0, then uses qubit 0 as the control of a CNOT onto qubit 1, and finally measures both qubits."
pqid_bench_external_gen_0141,extended_n8,0,1.000000,5,0,88,4,generic_or_low_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a 5-qubit quantum circuit with q4 prepared in superposition, q0-q2 initially flipped to |1>, and then a long barrier-separated pattern of CNOTs mostly controlled by q4 targeting q0-q3, including a brief q3->q4 interaction near the end."
pqid_bench_external_gen_0040,extended_n8,0,1.000000,3,0,18,4,arithmetic_toffoli;deep_mixed_rotation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a 3-qubit Qiskit circuit that implements the shown CCX-style decomposition using only single-qubit rotations, RXX interactions, and a final phase on qubit 2, matching the gate order in the source."
pqid_bench_external_gen_0087,extended_n8,0,1.000000,5,4,14,4,deutsch_jozsa;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a 5-qubit, 4-classical-bit Qiskit circuit in the style of a Deutsch–Jozsa setup: flip the last qubit to |1>, apply Hadamards to all five qubits, then apply Hadamards again only to the first four qubits, and finally measure qubits 0–3 into classical bits in reverse order, keeping the barrier structure explicit."
pqid_bench_external_gen_0095,extended_n8,0,1.000000,4,0,9,4,oracle_logic;arithmetic_toffoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a 4-qubit quantum circuit that implements a phase oracle by computing a two-input logical condition onto an ancilla with X, CX, and CCX gates, applying a Z phase on that ancilla, and then uncomputing the workspace."
pqid_bench_external_gen_0108,extended_n8,0,1.000000,3,3,9,4,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a small Qiskit example for three qubits that prepares each qubit in a superposition, then builds separate measurement circuits for the X, Y, and Z bases using the usual basis-change gates before measuring all qubits."
pqid_bench_external_gen_0117,extended_n8,0,1.000000,3,0,8,4,fourier_qft_phase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a 3-qubit Qiskit circuit that starts with X on qubits 0 and 1, then applies a QFT-style sequence of H and CRZ gates with angles π/2 and π/4 across the qubits, keeping barriers between each stage."
pqid_bench_external_gen_0146,strict_n8,0,1.000000,3,3,7,4,error_correction;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a Qiskit circuit for a simple 3-qubit bit-flip error-correction example: put qubit 0 into superposition, encode it onto qubits 1 and 2 with CNOTs from qubit 0, apply an X error to qubit 1, then perform correction with CNOTs from qubits 1 and 2 back to qubit 0, and measure qubit 0 into the first classical bit."
pqid_bench_external_gen_0129,extended_n8,0,1.000000,3,3,6,4,bell_or_superdense;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a small Qiskit circuit that resets two qubits, prepares a Bell pair with an H on the first qubit followed by a CNOT to the second, and measures both into classical bits."
pqid_bench_external_gen_0033,strict_n8,0,1.000000,3,3,5,4,qkd_e91;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create Qiskit measurement subcircuits for the E91 QKD setup on a shared 2-qubit register and classical register: Alice’s three choices should be H then measure on qubit 0, S-H-T-H then measure on qubit 0, and direct Z-basis measurement on qubit 0; Bob’s three choices should be S-H-T-H then measure on qubit 1, direct Z-basis measurement on qubit 1, and S-H then measure on qubit 1, with circuit names measureA1, measureA2, measureA3, measureB1, measureB2, and measureB3."
pqid_bench_external_gen_0093,strict_n8,0,1.000000,2,2,5,4,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a 2-qubit Qiskit circuit named qc_triad that applies H on qubit 0, then CX from 0 to 1, then another H on qubit 0, and finally measures both qubits."
pqid_bench_external_gen_0004,strict_n8,0,1.000000,2,2,4,4,bell_or_superdense;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a 2-qubit Qiskit circuit that prepares a Bell state by applying a Hadamard to qubit 0, then a CNOT from qubit 0 to qubit 1, and finally measures both qubits."
pqid_bench_external_gen_0028,strict_n8,0,1.000000,2,2,4,4,bell_or_superdense;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a 2-qubit Qiskit circuit that prepares a Bell pair by applying H to qubit 0, then CX from qubit 0 to qubit 1, and finally measures both qubits."
pqid_bench_external_gen_0062,extended_n8,0,1.000000,3,3,4,4,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a small Qiskit circuit that puts q[0] into superposition, entangles it with q[1], measures q[0] into a classical register, and then applies an rz(0.5) to q[1] only when the full classical register equals 2."
pqid_bench_external_gen_0063,extended_n8,0,1.000000,2,2,4,4,bell_or_superdense;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a small Qiskit circuit that prepares a Bell state on 2 qubits with an H on qubit 0, a CX from 0 to 1, and measurements on both qubits."
pqid_bench_external_gen_0064,extended_n8,0,1.000000,2,2,4,4,bell_or_superdense;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a small Qiskit circuit that prepares a Bell pair on 2 qubits and measures both qubits, suitable for running on a local fake backend."
pqid_bench_external_gen_0124,strict_n8,0,1.000000,2,4,4,4,bell_or_superdense;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a 2-qubit Qiskit circuit that prepares a Bell state by applying a Hadamard to qubit 0, then a CNOT from qubit 0 to qubit 1, and finally measures both qubits."
pqid_bench_external_gen_0082,extended_n8,0,1.000000,3,3,6,3,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a Qiskit circuit with 3 qubits and 3 classical bits that applies a Hadamard gate to each qubit, measures each one into the matching classical bit via small reusable subcircuits, adds a barrier, and then repeats the whole pattern four times."
pqid_bench_external_gen_0086,extended_n8,0,1.000000,3,3,6,3,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a small 3-qubit Qiskit circuit that prepares all qubits in the X basis with Hadamards, includes a barrier before readout, then applies Hadamards again and measures each qubit into its matching classical bit."
pqid_bench_external_gen_0122,extended_n8,0,1.000000,2,2,6,3,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a small 2-qubit Qiskit circuit that leaves qubit 0 unchanged, applies an X gate to qubit 1, includes the explicit identity operations, and measures the two qubits into classical bits in reversed order."
pqid_bench_external_gen_0024,strict_n8,0,1.000000,1,1,2,3,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Create a 1-qubit Qiskit circuit that applies a Pauli-Y gate to qubit 0 and then measures the qubit.
pqid_bench_external_gen_0027,strict_n8,0,1.000000,3,3,2,2,bell_or_superdense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a minimal Qiskit circuit that prepares a Bell pair for the start of a superdense-coding example by applying a Hadamard to qubit 0 and then a CNOT from qubit 0 to qubit 1, using a quantum register and classical register in the circuit definition."
pqid_bench_external_gen_0076,extended_n8,0,1.000000,2,2,2,2,bell_or_superdense;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a small Qiskit example that prepares a 2-qubit Bell state with an H on qubit 0 followed by a CNOT from qubit 0 to qubit 1, and include measurements on both qubits into two classical bits."
pqid_bench_external_gen_0116,extended_n8,0,1.000000,4,3,2,2,bernstein_vazirani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a small Bernstein–Vazirani circuit that initializes the last qubit as the ancilla in the |-⟩ state by applying X then H, with the remaining qubits reserved for the query register."
pqid_bench_external_gen_0002,strict_n8,1,0.947368,3,3,10,6,teleportation;bell_or_superdense;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Build a 3-qubit, 3-classical-bit quantum teleportation circuit that teleports the state |1⟩ from qubit 0 to qubit 2: initialize q0 with X, create a Bell pair on q1 and q2 with H and CX, apply Alice’s CX(q0,q1) and H(q0), measure q0 and q1 into c0 and c1, then apply CX(q1,q2) and CZ(q0,q2), add barriers between stages, and finally measure q2 into c2."
pqid_bench_external_gen_0052,extended_n8,1,0.947368,4,2,7,5,arithmetic_toffoli;pauli_measurement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a compact Qiskit circuit for a 1-bit quantum half-adder that uses 4 qubits and 2 classical bits, initializes both input bits to 1, computes sum and carry with CNOT and Toffoli gates, and measures the result qubits."
pqid_bench_external_gen_0104,strict_n8,1,0.947368,3,3,7,5,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Create a 3-qubit Qiskit circuit where qubit 0 gets a Hadamard followed by a phase gate of π/2, then controls CNOTs onto qubits 1 and 2, and finally return a measured version of the circuit with all qubits measured."
pqid_bench_external_gen_0098,extended_n8,1,0.947368,3,3,5,5,arithmetic_toffoli,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Create a 3-qubit Qiskit circuit that applies an identity on qubit 2, then a Toffoli with controls on qubits 0 and 2 targeting qubit 1, followed by X on qubit 2, Z on qubit 0, and a phase gate of angle pi on qubit 1."
pqid_bench_external_gen_0070,strict_n8,1,0.947368,4,4,8,4,pauli_measurement,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Create a 4-qubit Qiskit circuit where qubit 0 gets a Hadamard, then qubits 1, 2, and 3 each act as the control of a controlled-H targeting qubit 0, and finally all qubits are measured."
pqid_bench_external_gen_0112,extended_n8,1,0.947368,2,1,6,4,deutsch_jozsa;oracle_logic;pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Create a small Qiskit circuit for Deutsch’s algorithm on 2 qubits and 1 classical bit, with the ancilla prepared in |1>, Hadamards on both qubits, an oracle implemented as an X on the second qubit, a final Hadamard on the first qubit, and measurement of only the first qubit."
pqid_bench_external_gen_0128,strict_n8,1,0.947368,3,3,5,4,pauli_measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Create a Qiskit circuit on 3 qubits that puts qubit 0 into superposition, entangles qubit 1 with it using a CNOT from 0 to 1, and then measures all three qubits."
pqid_bench_external_gen_0152,extended_n8,1,0.947368,3,3,5,4,deep_mixed_rotation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Create a 3-qubit Qiskit circuit that applies a controlled-SWAP with qubit 1 as the control on qubits 0 and 2, then swaps qubits 0 and 1, swaps qubits 1 and 2, adds a CZ between qubits 2 and 0, and finishes with an RZZ rotation of pi/4 on qubits 2 and 1."
pqid_bench_external_gen_0144,strict_n8,1,0.947368,1,0,3,3,generic_or_low_level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Create a short Qiskit snippet that defines five named 1-qubit initialization circuits for the states |1>, |+>, |->, |i+>, and |i-> using the minimal gate sequences X, H, Z, and S as appropriate."
pqid_bench_external_gen_0145,strict_n8,1,0.947368,3,3,5,2,arithmetic_toffoli,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Create a 3-qubit Qiskit circuit that flips qubit 0 only when qubits 2 and 1 are both in the |0⟩ state, by surrounding a Toffoli on controls 2 and 1 with X gates on those two controls."
pqid_bench_external_gen_0138,strict_n8,1,0.947368,4,3,2,2,bernstein_vazirani,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Create the Bernstein–Vazirani setup circuit that initializes an n+1 qubit register with the last qubit as the ancilla in the |-> state, using a Hadamard followed by a Z on qubit n, and include n classical bits."
pqid_bench_external_gen_0007,strict_n8,2,0.894737,3,3,6,5,pauli_measurement,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Create a 3-qubit Qiskit circuit that applies H to qubit 0, Y to qubit 1, and X to qubit 2, then measures all qubits."
pqid_bench_external_gen_0010,strict_n8,2,0.894737,3,3,6,5,pauli_measurement,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Create a 3-qubit Qiskit circuit that applies H to qubit 0, then a CNOT from qubit 0 to qubit 1, performs an RZ rotation by 3.14 on qubit 2, and finally measures all qubits."
pqid_bench_external_gen_0074,extended_n8,2,0.894737,3,3,5,5,deep_mixed_rotation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Create a compact 3-qubit Qiskit circuit that applies CZ between qubits 0 and 2, then T on qubit 2, CNOT from 2 to 0, RX(pi/6) on qubit 2, and finishes with an RZZ(pi) interaction between qubits 1 and 0."
pqid_bench_external_gen_0123,strict_n8,2,0.894737,7,6,23,4,pauli_measurement,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Create a Qiskit circuit with 7 qubits and 6 classical bits where qubits 0 through 5 are prepared in |+>, qubit 6 is prepared in |->, CNOTs from qubits 1, 3, and 5 target qubit 6, then Hadamards are applied again to qubits 0 through 5 and those six qubits are measured into matching classical bits."
pqid_bench_external_gen_0066,extended_n8,2,0.894737,10,10,20,4,ghz;pauli_measurement,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Create a Qiskit circuit on 10 qubits that prepares a linear GHZ-style entangled chain by applying H to qubit 0, then CNOTs from each qubit to the next up to qubit 9, and finally measures every qubit."
pqid_bench_external_gen_0011,strict_n8,2,0.894737,4,3,3,3,error_correction,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Create a Qiskit circuit for the encoding step of the three-qubit bit-flip code: put q[0] into superposition with an H gate, copy it to q[1] and q[2] with two CNOTs, and then place a barrier across the data qubits and the single ancilla register."
pqid_bench_external_gen_0023,strict_n8,2,0.894737,2,2,3,3,pauli_measurement,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Create a 2-qubit Qiskit circuit that applies a controlled-NOT from qubit 0 to qubit 1, then measures both qubits."
pqid_bench_external_gen_0032,strict_n8,2,0.894737,3,3,3,2,generic_or_low_level,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Create a 3-qubit Qiskit circuit where qubit 1 is flipped, used as the control of a CNOT onto qubit 0, and then flipped back to restore the control qubit’s original state."
pqid_bench_external_gen_0150,strict_n8,3,0.842105,7,7,12,5,arithmetic_toffoli;pauli_measurement,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"Create a 7-qubit Qiskit circuit that initializes q1 and q2 to |1>, applies a Toffoli with controls q1 and q2 targeting q4, then copies q4 to q5 and q3 to q6 with CNOTs, and finally measures every qubit."
pqid_bench_external_gen_0102,extended_n8,4,0.789474,7,7,9,3,generic_or_low_level,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,"Create a 7-qubit Qiskit circuit that flips qubits 4 and 5 with X gates, then applies a Hadamard to every qubit, and inserts a barrier across the full register."
pqid_bench_external_gen_0020,strict_n8,4,0.789474,4,3,5,3,bernstein_vazirani,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"Create the Qiskit setup for the opening stage of a Bernstein–Vazirani circuit with n data qubits plus one ancilla: allocate `QuantumCircuit(n+1, n)`, flip the ancilla to |1>, add a barrier, apply Hadamards to all qubits, and add another barrier."
pqid_bench_external_gen_0130,strict_n8,4,0.789474,3,3,4,2,pauli_measurement,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Create two small Qiskit circuits on a 3-qubit register with matching classical bits: one that leaves the qubits in the ground state and measures only qubit 0 into classical bit 0, and a second that applies an X gate to all three qubits before measuring qubit 0 into classical bit 0."
pqid_bench_external_gen_0077,extended_n8,9,0.526316,4,3,4,2,generic_or_low_level,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,"Create a 4-qubit, 3-classical-bit quantum circuit that prepares the last qubit in |1⟩ and puts the first three qubits into equal superposition with Hadamard gates."
pqid_bench_external_gen_0147,strict_n8,10,0.473684,3,3,10,4,teleportation;bell_or_superdense;pauli_measurement,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,"Build a 3-qubit, 3-classical-bit quantum teleportation circuit in Qiskit: create a Bell pair on qubits 1 and 2, put qubit 0 into a Hadamard state, perform the Bell-basis steps on qubits 0 and 1, measure qubits 0 and 1 into classical bits 0 and 1, then apply CX from qubit 1 to 2 and CZ from qubit 0 to 2, and finally measure qubit 2 into classical bit 2."
pqid_bench_external_gen_0071,strict_n8,10,0.473684,2,0,2,3,bell_or_superdense,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,"Create a 2-qubit Qiskit circuit that prepares a Bell-state pattern with barriers before the Hadamard, between the Hadamard and CNOT, and after the CNOT."
pqid_bench_external_gen_0137,strict_n8,11,0.421053,2,0,9,4,vqc_ansatz,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,"Create a 2-qubit Qiskit circuit named ""VQC Circuit"" with four input parameters and four weight parameters: apply RY(input0) then RZ(input1) on qubit 0, RY(input2) then RZ(input3) on qubit 1, add a CX from qubit 0 to 1 and a barrier, then finish with RY(weight0) and RZ(weight2) on qubit 0 plus RY(weight1) and RZ(weight3) on qubit 1."
pqid_bench_external_gen_0110,strict_n8,11,0.421053,3,0,7,4,teleportation;bell_or_superdense;pauli_measurement,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,"Create a 3-qubit Qiskit circuit for coherent quantum teleportation: initialize qubit 0 in |1>, form a Bell pair between qubits 1 and 2, apply the Bell-basis steps on qubits 0 and 1, then perform the correction coherently on qubit 2 with controlled-X and controlled-Z instead of measurements."
pqid_bench_external_gen_0021,strict_n8,11,0.421053,4,0,4,4,pauli_measurement,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,"Create a 4-qubit Qiskit circuit that represents a Pauli-operator example by applying identity to qubit 0, Z to qubit 1, X to qubit 2, and Y to qubit 3."
pqid_bench_external_gen_0026,strict_n8,11,0.421053,3,3,3,3,ghz,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,"Create a 3-qubit, 3-classical-bit Qiskit circuit that prepares a GHZ state by applying H on qubit 0, then CNOTs from qubit 0 to qubits 1 and 2, and place a barrier after the entangling steps."
pqid_bench_external_gen_0115,strict_n8,12,0.368421,3,3,10,5,teleportation;bell_or_superdense;pauli_measurement,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,"Build a 3-qubit quantum teleportation circuit in Qiskit with a 3-bit classical register: prepare qubit 0 in |+>, create a Bell pair between qubits 1 and 2, apply the teleportation steps with barriers between stages, measure qubits 0 and 1 into classical bits 0 and 1, then apply CX from qubit 1 to 2 and CZ from qubit 0 to 2 before finally measuring qubit 2 into classical bit 2."
pqid_bench_external_gen_0131,extended_n8,12,0.368421,2,1,7,5,pauli_measurement,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,"Create a Qiskit circuit with 2 qubits and 1 classical bit that applies X to qubit 1, inserts barriers between stages, puts both qubits through H, then applies identity to both qubits, applies another H only to qubit 0, and finally measures qubit 0 into the classical bit."
pqid_bench_external_gen_0034,strict_n8,12,0.368421,4,0,18,4,vqc_ansatz,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,"Create a 4-qubit Qiskit variational circuit named ""VQC Circuit"" with eight input Parameters and eight weight Parameters: apply RY then RZ feature-encoding rotations on qubits 0 through 3 using input0..input7 in order, add CX gates 0->2 and 1->3 followed by a barrier, then apply the ansatz rotations RY(weight0) on q0, RZ(weight1) on q1, RY(weight2) on q2, RZ(weight3) on q3, RZ(weight4) on q0, RY(weight5) on q1, RZ(weight6) on q2, and RY(weight7) on q3."
pqid_bench_external_gen_0094,extended_n8,12,0.368421,4,0,5,3,generic_or_low_level,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,"Create a 4-qubit parameterized quantum circuit with one angle parameter: apply an RY rotation on qubit 1, an X gate on qubit 0, then CNOTs from 1 to 0, 0 to 2, and 1 to 3."
pqid_bench_external_gen_0088,extended_n8,12,0.368421,6,2,5,2,generic_or_low_level,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,"Create a Qiskit circuit with 6 qubits and 2 classical bits where qubit 0 is put into superposition, then controls CNOTs onto qubits 2 and 3, and qubit 1 controls CNOTs onto qubits 4 and 5."
pqid_bench_external_gen_0134,extended_n8,12,0.368421,2,2,4,2,pauli_measurement;deep_mixed_rotation,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,Create a 2-qubit Qiskit circuit that applies identity gates to both qubits and then measures them with swapped classical-bit mapping so qubit 0 goes to classical bit 1 and qubit 1 goes to classical bit 0.
pqid_bench_external_gen_0018,strict_n8,12,0.368421,2,2,2,2,generic_or_low_level,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,"Create a 2-qubit, 2-classical-bit quantum circuit where qubit 0 is first flipped with an X gate and then put through a Hadamard gate, leaving qubit 1 untouched."
